,No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
47678,47679,2015,6,10,14,2,73.0,54.0,71.0,15.0,33.95,1006.0,33.0,cv,6.0,0.0,0.0,2015-06-10,63.5
47679,47680,2015,6,10,15,2,65.0,60.0,74.0,14.0,31.83,1006.0,33.0,cv,7.0,0.0,0.0,2015-06-10,62.5
47680,47681,2015,6,10,16,2,56.0,63.0,72.0,13.0,28.2,1005.0,34.0,cv,7.0,0.0,0.0,2015-06-10,59.5
47681,47682,2015,6,10,17,2,58.0,58.0,80.0,14.0,31.83,1005.0,33.0,cv,8.0,0.0,0.0,2015-06-10,58.0
47682,47683,2015,6,10,18,2,63.0,50.0,70.0,13.0,29.82,1005.0,33.0,cv,9.0,0.0,0.0,2015-06-10,56.5
47683,47684,2015,6,10,19,2,58.0,43.0,68.0,15.0,35.91,1006.0,32.0,cv,10.0,0.0,0.0,2015-06-10,50.5
47684,47685,2015,6,10,20,2,58.0,47.0,67.0,16.0,40.52,1007.0,31.0,cv,11.0,0.0,0.0,2015-06-10,52.5
47685,47686,2015,6,10,21,2,59.0,56.0,74.0,16.0,45.44,1008.0,29.0,cv,12.0,0.0,0.0,2015-06-10,57.5
47686,47687,2015,6,10,22,2,60.0,54.0,56.0,17.0,48.42,1009.0,29.0,NW,2.0,0.0,0.0,2015-06-10,57.0
47687,47688,2015,6,10,23,2,65.0,57.0,67.0,18.0,54.65,1010.0,28.0,NW,3.0,0.0,0.0,2015-06-10,61.0
47688,47689,2015,6,11,0,2,80.0,70.0,83.0,18.0,54.65,1010.0,28.0,NW,5.0,0.0,0.0,2015-06-11,75.0
47689,47690,2015,6,11,1,2,63.0,39.0,48.0,18.0,57.93,1010.0,27.0,NW,6.0,0.0,0.0,2015-06-11,51.0
47690,47691,2015,6,11,2,2,48.0,33.0,41.0,16.0,51.05,1010.0,27.0,NW,9.0,0.0,0.0,2015-06-11,40.5
47691,47692,2015,6,11,3,2,60.0,34.0,51.0,14.0,44.89,1010.0,27.0,cv,1.0,0.0,0.0,2015-06-11,47.0
47692,47693,2015,6,11,4,2,55.0,47.0,64.0,14.0,44.89,1011.0,27.0,NW,2.0,0.0,0.0,2015-06-11,51.0
47693,47694,2015,6,11,5,2,50.0,47.0,58.0,14.0,47.61,1011.0,26.0,NW,3.0,0.0,0.0,2015-06-11,48.5
47694,47695,2015,6,11,6,2,53.0,44.0,50.0,15.0,53.88,1012.0,25.0,NW,5.0,0.0,0.0,2015-06-11,48.5
47695,47696,2015,6,11,7,2,60.0,42.0,61.0,15.0,53.88,1012.0,25.0,cv,0.0,0.0,0.0,2015-06-11,51.0
47696,47697,2015,6,11,8,2,57.0,41.0,65.0,15.0,53.88,1013.0,25.0,cv,1.0,0.0,0.0,2015-06-11,49.0
47697,47698,2015,6,11,9,2,65.0,54.0,67.0,16.0,64.76,1014.0,23.0,SW,2.0,0.0,0.0,2015-06-11,59.5
47698,47699,2015,6,11,10,2,68.0,51.0,64.0,17.0,64.98,1015.0,24.0,SW,4.0,0.0,0.0,2015-06-11,59.5
47699,47700,2015,6,11,11,2,58.0,44.0,62.0,16.0,60.98,1015.0,24.0,SW,6.0,0.0,0.0,2015-06-11,51.0
47700,47701,2015,6,11,12,2,64.0,42.0,55.0,17.0,61.21,1014.0,25.0,SW,10.0,0.0,0.0,2015-06-11,53.0
47701,47702,2015,6,11,13,2,53.0,43.0,58.0,16.0,54.14,1013.0,26.0,SW,13.0,0.0,0.0,2015-06-11,48.0
47702,47703,2015,6,11,14,2,38.0,29.0,36.0,15.0,47.88,1012.0,27.0,SW,17.0,0.0,0.0,2015-06-11,33.5
47703,47704,2015,6,11,15,2,32.0,25.0,31.0,14.0,39.96,1011.0,29.0,SW,22.0,0.0,0.0,2015-06-11,28.5
47704,47705,2015,6,11,16,2,31.0,22.0,35.0,13.0,35.35,1009.0,30.0,SW,26.0,0.0,0.0,2015-06-11,26.5
47705,47706,2015,6,11,17,2,29.0,21.0,32.0,10.0,27.38,1008.0,31.0,SW,30.0,0.0,0.0,2015-06-11,25.0
47706,47707,2015,6,11,18,2,30.0,23.0,36.0,9.0,27.11,1008.0,30.0,SW,34.0,0.0,0.0,2015-06-11,26.5
47707,47708,2015,6,11,19,2,33.0,24.0,32.0,11.0,32.82,1008.0,29.0,SW,36.0,0.0,0.0,2015-06-11,28.5
47708,47709,2015,6,11,20,2,36.0,25.0,45.0,13.0,39.67,1009.0,28.0,SW,37.0,0.0,0.0,2015-06-11,30.5
47709,47710,2015,6,11,21,2,44.0,25.0,64.0,14.0,47.61,1009.0,26.0,SW,39.0,0.0,0.0,2015-06-11,34.5
47710,47711,2015,6,11,22,2,45.0,27.0,59.0,16.0,57.44,1010.0,25.0,cv,1.0,0.0,0.0,2015-06-11,36.0
47711,47712,2015,6,11,23,2,54.0,36.0,54.0,16.0,54.14,1010.0,26.0,cv,1.0,0.0,0.0,2015-06-11,45.0
47712,47713,2015,6,12,0,2,48.0,46.0,44.0,17.0,61.21,1010.0,25.0,SW,1.0,0.0,0.0,2015-06-12,47.0
47713,47714,2015,6,12,1,2,32.0,25.0,31.0,12.0,41.78,1009.0,26.0,NW,2.0,0.0,0.0,2015-06-12,28.5
47714,47715,2015,6,12,2,2,27.0,17.0,33.0,12.0,44.33,1009.0,25.0,NW,3.0,0.0,0.0,2015-06-12,22.0
47715,47716,2015,6,12,3,2,29.0,21.0,31.0,12.0,47.05,1008.0,24.0,NW,5.0,0.0,0.0,2015-06-12,25.0
47716,47717,2015,6,12,4,2,31.0,24.0,35.0,12.0,47.05,1007.0,24.0,cv,1.0,0.0,0.0,2015-06-12,27.5
47717,47718,2015,6,12,5,2,39.0,29.0,44.0,12.0,47.05,1007.0,24.0,cv,2.0,0.0,0.0,2015-06-12,34.0
47718,47719,2015,6,12,6,2,53.0,37.0,60.0,13.0,50.24,1007.0,24.0,cv,2.0,0.0,0.0,2015-06-12,45.0
47719,47720,2015,6,12,7,2,51.0,35.0,51.0,12.0,44.33,1008.0,25.0,NW,2.0,0.0,0.0,2015-06-12,43.0
47720,47721,2015,6,12,8,2,56.0,30.0,47.0,12.0,44.33,1008.0,25.0,NW,5.0,0.0,0.0,2015-06-12,43.0
47721,47722,2015,6,12,9,2,49.0,31.0,49.0,13.0,47.33,1009.0,25.0,NW,7.0,0.0,0.0,2015-06-12,40.0
47722,47723,2015,6,12,10,2,49.0,30.0,47.0,12.0,41.78,1009.0,26.0,NW,12.0,0.0,0.0,2015-06-12,39.5
47723,47724,2015,6,12,11,2,43.0,29.0,42.0,12.0,44.33,1009.0,25.0,NE,8.0,0.0,0.0,2015-06-12,36.0
47724,47725,2015,6,12,12,2,43.0,26.0,43.0,12.0,44.33,1009.0,25.0,NE,16.0,0.0,0.0,2015-06-12,34.5
47725,47726,2015,6,12,13,2,35.0,26.0,40.0,12.0,41.78,1009.0,26.0,NE,24.0,0.0,0.0,2015-06-12,30.5
47726,47727,2015,6,12,14,2,35.0,21.0,38.0,13.0,44.61,1009.0,26.0,NE,33.0,0.0,0.0,2015-06-12,28.0
47727,47728,2015,6,12,15,2,34.0,20.0,35.0,13.0,50.24,1009.0,24.0,NE,41.0,0.0,0.0,2015-06-12,27.0
47728,47729,2015,6,12,16,2,30.0,19.0,36.0,14.0,56.95,1009.0,23.0,NE,48.0,0.0,0.0,2015-06-12,24.5
47729,47730,2015,6,12,17,2,29.0,17.0,24.0,14.0,60.51,1010.0,22.0,NE,56.0,0.0,0.0,2015-06-12,23.0
47730,47731,2015,6,12,18,2,23.0,15.0,21.0,15.0,68.61,1010.0,21.0,NW,3.0,1.0,1.0,2015-06-12,19.0
47731,47732,2015,6,12,19,2,30.0,16.0,26.0,15.0,72.96,1010.0,20.0,NW,5.0,1.2,2.2,2015-06-12,23.0
47732,47733,2015,6,12,20,2,33.0,17.0,33.0,17.0,88.2,1011.0,19.0,NW,7.0,0.1,2.3,2015-06-12,25.0
47733,47734,2015,6,12,21,2,34.0,17.0,36.0,17.0,88.2,1011.0,19.0,cv,1.0,0.2,2.5,2015-06-12,25.5
47734,47735,2015,6,12,22,2,56.0,24.0,39.0,17.0,88.2,1012.0,19.0,SW,2.0,0.0,0.0,2015-06-12,40.0
47735,47736,2015,6,12,23,2,43.0,30.0,49.0,17.0,88.2,1012.0,19.0,SW,5.0,0.0,0.0,2015-06-12,36.5
47736,47737,2015,6,13,0,2,41.0,24.0,43.0,17.0,88.2,1011.0,19.0,SW,8.0,0.0,0.0,2015-06-13,32.5
47737,47738,2015,6,13,1,2,37.0,19.0,24.0,17.0,88.2,1010.0,19.0,SW,11.0,0.1,0.1,2015-06-13,28.0
47738,47739,2015,6,13,2,2,33.0,23.0,24.0,17.0,88.2,1010.0,19.0,SW,13.0,0.0,0.0,2015-06-13,28.0
47739,47740,2015,6,13,3,2,33.0,31.0,48.0,17.0,88.2,1009.0,19.0,SW,14.0,0.0,0.0,2015-06-13,32.0
47740,47741,2015,6,13,4,2,32.0,35.0,51.0,17.0,88.2,1008.0,19.0,SW,15.0,0.0,0.0,2015-06-13,33.5
47741,47742,2015,6,13,5,2,33.0,37.0,57.0,18.0,93.94,1008.0,19.0,SE,1.0,0.0,0.0,2015-06-13,35.0
47742,47743,2015,6,13,6,2,37.0,30.0,33.0,18.0,93.94,1008.0,19.0,SE,3.0,0.0,0.0,2015-06-13,33.5
47743,47744,2015,6,13,7,2,34.0,21.0,23.0,17.0,82.89,1008.0,20.0,SE,5.0,0.0,0.0,2015-06-13,27.5
47744,47745,2015,6,13,8,2,32.0,18.0,34.0,17.0,82.89,1009.0,20.0,SW,2.0,0.0,0.0,2015-06-13,25.0
47745,47746,2015,6,13,9,2,35.0,25.0,39.0,17.0,73.32,1009.0,22.0,SW,4.0,0.0,0.0,2015-06-13,30.0
47746,47747,2015,6,13,10,2,29.0,28.0,40.0,17.0,73.32,1010.0,22.0,SW,6.0,0.0,0.0,2015-06-13,28.5
47747,47748,2015,6,13,11,2,24.0,24.0,30.0,16.0,57.44,1009.0,25.0,cv,1.0,0.0,0.0,2015-06-13,24.0
47748,47749,2015,6,13,12,2,23.0,21.0,20.0,15.0,45.16,1009.0,28.0,NE,2.0,0.0,0.0,2015-06-13,22.0
47749,47750,2015,6,13,13,2,22.0,21.0,26.0,14.0,39.96,1008.0,29.0,cv,1.0,0.0,0.0,2015-06-13,21.5
47750,47751,2015,6,13,14,2,25.0,23.0,36.0,12.0,31.27,1007.0,31.0,cv,3.0,0.0,0.0,2015-06-13,24.0
47751,47752,2015,6,13,15,2,24.0,18.0,30.0,12.0,31.27,1006.0,31.0,cv,5.0,0.0,0.0,2015-06-13,21.0
47752,47753,2015,6,13,16,2,17.0,17.0,27.0,11.0,27.66,1005.0,32.0,cv,6.0,0.0,0.0,2015-06-13,17.0
47753,47754,2015,6,13,17,2,21.0,18.0,32.0,12.0,31.27,1005.0,31.0,SW,2.0,0.0,0.0,2015-06-13,19.5
47754,47755,2015,6,13,18,2,24.0,19.0,41.0,13.0,33.39,1005.0,31.0,SW,5.0,0.0,0.0,2015-06-13,21.5
47755,47756,2015,6,13,19,2,36.0,17.0,47.0,13.0,37.44,1005.0,29.0,SW,8.0,0.0,0.0,2015-06-13,26.5
47756,47757,2015,6,13,20,2,37.0,19.0,41.0,13.0,39.67,1006.0,28.0,cv,0.0,0.0,0.0,2015-06-13,28.0
47757,47758,2015,6,13,21,2,30.0,19.0,32.0,14.0,44.89,1007.0,27.0,SW,1.0,0.0,0.0,2015-06-13,24.5
47758,47759,2015,6,13,22,2,27.0,21.0,33.0,16.0,54.14,1007.0,26.0,SW,3.0,0.0,0.0,2015-06-13,24.0
47759,47760,2015,6,13,23,2,29.0,20.0,34.0,16.0,57.44,1008.0,25.0,SW,7.0,0.0,0.0,2015-06-13,24.5
47760,47761,2015,6,14,0,2,31.0,21.0,32.0,17.0,61.21,1008.0,25.0,SE,3.0,0.0,0.0,2015-06-14,26.0
47761,47762,2015,6,14,1,2,40.0,24.0,46.0,17.0,64.98,1007.0,24.0,SE,5.0,0.0,0.0,2015-06-14,32.0
47762,47763,2015,6,14,2,2,44.0,27.0,40.0,18.0,69.2,1007.0,24.0,SE,8.0,0.0,0.0,2015-06-14,35.5
47763,47764,2015,6,14,3,2,43.0,30.0,41.0,18.0,73.5,1007.0,23.0,SW,2.0,0.0,0.0,2015-06-14,36.5
47764,47765,2015,6,14,4,2,38.0,32.0,35.0,18.0,73.5,1007.0,23.0,cv,0.0,0.0,0.0,2015-06-14,35.0
47765,47766,2015,6,14,5,2,42.0,28.0,41.0,18.0,78.09,1007.0,22.0,cv,1.0,0.0,0.0,2015-06-14,35.0
47766,47767,2015,6,14,6,2,45.0,39.0,34.0,18.0,73.5,1007.0,23.0,cv,2.0,0.0,0.0,2015-06-14,42.0
47767,47768,2015,6,14,7,2,54.0,49.0,45.0,18.0,73.5,1007.0,23.0,cv,2.0,0.0,0.0,2015-06-14,51.5
47768,47769,2015,6,14,8,2,57.0,55.0,55.0,17.0,64.98,1008.0,24.0,cv,3.0,0.0,0.0,2015-06-14,56.0
47769,47770,2015,6,14,9,2,56.0,49.0,63.0,18.0,65.19,1009.0,25.0,SW,2.0,0.0,0.0,2015-06-14,52.5
47770,47771,2015,6,14,10,2,57.0,52.0,63.0,17.0,57.69,1009.0,26.0,cv,1.0,0.0,0.0,2015-06-14,54.5
47771,47772,2015,6,14,11,2,72.0,62.0,70.0,17.0,51.31,1009.0,28.0,cv,2.0,0.0,0.0,2015-06-14,67.0
47772,47773,2015,6,14,12,2,78.0,60.0,81.0,17.0,48.42,1008.0,29.0,cv,3.0,0.0,0.0,2015-06-14,69.0
47773,47774,2015,6,14,13,2,73.0,59.0,69.0,17.0,51.31,1008.0,28.0,SE,3.0,0.0,0.0,2015-06-14,66.0
47774,47775,2015,6,14,14,2,51.0,52.0,55.0,16.0,42.9,1007.0,30.0,cv,1.0,0.0,0.0,2015-06-14,51.5
47775,47776,2015,6,14,15,2,37.0,41.0,47.0,16.0,45.44,1006.0,29.0,NE,4.0,0.0,0.0,2015-06-14,39.0
47776,47777,2015,6,14,16,2,32.0,26.0,40.0,16.0,45.44,1005.0,29.0,NE,8.0,0.0,0.0,2015-06-14,29.0
47777,47778,2015,6,14,17,2,21.0,16.0,29.0,17.0,51.31,1005.0,28.0,SE,5.0,0.0,0.0,2015-06-14,18.5
47778,47779,2015,6,14,18,2,29.0,13.0,26.0,17.0,54.39,1005.0,27.0,SE,8.0,0.0,0.0,2015-06-14,21.0
47779,47780,2015,6,14,19,2,44.0,15.0,48.0,18.0,65.19,1007.0,25.0,NW,3.0,0.0,0.0,2015-06-14,29.5
47780,47781,2015,6,14,20,2,37.0,26.0,50.0,17.0,64.98,1007.0,24.0,NW,6.0,0.0,0.0,2015-06-14,31.5
47781,47782,2015,6,14,21,2,33.0,33.0,41.0,17.0,64.98,1007.0,24.0,cv,1.0,0.0,0.0,2015-06-14,33.0
47782,47783,2015,6,14,22,2,33.0,34.0,45.0,17.0,64.98,1008.0,24.0,cv,2.0,,,2015-06-14,33.5
47783,47784,2015,6,14,23,2,39.0,35.0,42.0,17.0,64.98,1009.0,24.0,NW,2.0,,,2015-06-14,37.0
47784,47785,2015,6,15,0,2,50.0,40.0,42.0,17.0,64.98,1009.0,24.0,cv,1.0,,,2015-06-15,45.0
47785,47786,2015,6,15,1,2,49.0,31.0,45.0,18.0,73.5,1008.0,23.0,NW,2.0,,,2015-06-15,40.0
47786,47787,2015,6,15,2,2,51.0,32.0,54.0,18.0,73.5,1008.0,23.0,cv,1.0,,,2015-06-15,41.5
47787,47788,2015,6,15,3,2,44.0,40.0,43.0,19.0,78.24,1008.0,23.0,NW,2.0,,,2015-06-15,42.0
47788,47789,2015,6,15,4,2,51.0,52.0,47.0,19.0,78.24,1007.0,23.0,NW,4.0,,,2015-06-15,51.5
47789,47790,2015,6,15,5,2,29.0,34.0,47.0,18.0,78.09,1007.0,22.0,NW,6.0,,,2015-06-15,31.5
47790,47791,2015,6,15,6,2,31.0,38.0,45.0,19.0,83.13,1007.0,22.0,NW,8.0,,,2015-06-15,34.5
47791,47792,2015,6,15,7,2,31.0,43.0,39.0,19.0,83.13,1007.0,22.0,NW,9.0,,,2015-06-15,37.0
47793,47794,2015,6,15,9,2,42.0,49.0,58.0,18.0,69.2,1008.0,24.0,SW,2.0,,,2015-06-15,45.5
47794,47795,2015,6,15,10,2,45.0,48.0,46.0,18.0,69.2,1008.0,24.0,cv,1.0,,,2015-06-15,46.5
47795,47796,2015,6,15,11,2,52.0,50.0,48.0,18.0,69.2,1008.0,24.0,SW,2.0,,,2015-06-15,51.0
47796,47797,2015,6,15,12,2,60.0,59.0,59.0,18.0,61.44,1008.0,26.0,SW,4.0,,,2015-06-15,59.5
47797,47798,2015,6,15,13,2,65.0,60.0,56.0,18.0,61.44,1007.0,26.0,SW,6.0,,,2015-06-15,62.5
47798,47799,2015,6,15,14,2,72.0,69.0,78.0,18.0,61.44,1007.0,26.0,SW,8.0,,,2015-06-15,70.5
47799,47800,2015,6,15,15,2,67.0,72.0,60.0,19.0,58.17,1006.0,28.0,SE,2.0,,,2015-06-15,69.5
47800,47801,2015,6,15,16,2,60.0,74.0,59.0,18.0,57.93,1005.0,27.0,SW,3.0,,,2015-06-15,67.0
47801,47802,2015,6,15,17,2,42.0,68.0,54.0,18.0,61.44,1004.0,26.0,SW,6.0,,,2015-06-15,55.0
47802,47803,2015,6,15,18,2,37.0,52.0,54.0,18.0,61.44,1004.0,26.0,SW,9.0,,,2015-06-15,44.5
47803,47804,2015,6,15,19,2,42.0,43.0,51.0,18.0,65.19,1005.0,25.0,SW,12.0,,,2015-06-15,42.5
47804,47805,2015,6,15,20,2,45.0,46.0,65.0,18.0,65.19,1005.0,25.0,cv,1.0,,,2015-06-15,45.5
47805,47806,2015,6,15,21,2,59.0,57.0,71.0,18.0,69.2,1006.0,24.0,SW,1.0,,,2015-06-15,58.0
47806,47807,2015,6,15,22,2,71.0,75.0,89.0,18.0,69.2,1007.0,24.0,SW,3.0,0.0,0.0,2015-06-15,73.0
47807,47808,2015,6,15,23,2,84.0,91.0,88.0,18.0,69.2,1006.0,24.0,SW,5.0,0.0,0.0,2015-06-15,87.5
47808,47809,2015,6,16,0,2,91.0,99.0,103.0,19.0,73.67,1006.0,24.0,SW,7.0,0.0,0.0,2015-06-16,95.0
47809,47810,2015,6,16,1,2,101.0,120.0,130.0,20.0,83.25,1005.0,23.0,SW,9.0,0.0,0.0,2015-06-16,110.5
47810,47811,2015,6,16,2,2,86.0,125.0,98.0,19.0,78.24,1004.0,23.0,cv,1.0,0.0,0.0,2015-06-16,105.5
47811,47812,2015,6,16,3,2,81.0,124.0,92.0,19.0,78.24,1004.0,23.0,cv,2.0,0.0,0.0,2015-06-16,102.5
47812,47813,2015,6,16,4,2,76.0,123.0,82.0,19.0,78.24,1003.0,23.0,cv,2.0,0.0,0.0,2015-06-16,99.5
47813,47814,2015,6,16,5,2,73.0,123.0,118.0,20.0,83.25,1003.0,23.0,SW,1.0,0.0,0.0,2015-06-16,98.0
47814,47815,2015,6,16,6,2,73.0,125.0,121.0,20.0,83.25,1003.0,23.0,cv,0.0,0.0,0.0,2015-06-16,99.0
47815,47816,2015,6,16,7,2,81.0,119.0,103.0,20.0,83.25,1003.0,23.0,cv,1.0,0.0,0.0,2015-06-16,100.0
47816,47817,2015,6,16,8,2,71.0,115.0,94.0,19.0,78.24,1003.0,23.0,SW,2.0,0.0,0.0,2015-06-16,93.0
47817,47818,2015,6,16,9,2,63.0,103.0,82.0,18.0,69.2,1004.0,24.0,SW,4.0,0.0,0.0,2015-06-16,83.0
47818,47819,2015,6,16,10,2,53.0,86.0,73.0,17.0,57.69,1004.0,26.0,SW,6.0,0.0,0.0,2015-06-16,69.5
47819,47820,2015,6,16,11,2,42.0,84.0,60.0,17.0,54.39,1003.0,27.0,SW,8.0,0.0,0.0,2015-06-16,63.0
47820,47821,2015,6,16,12,2,49.0,84.0,57.0,17.0,54.39,1003.0,27.0,cv,1.0,0.0,0.0,2015-06-16,66.5
47821,47822,2015,6,16,13,2,79.0,86.0,79.0,16.0,45.44,1002.0,29.0,NE,2.0,0.0,0.0,2015-06-16,82.5
47822,47823,2015,6,16,14,2,76.0,78.0,81.0,16.0,48.15,1002.0,28.0,NE,5.0,0.0,0.0,2015-06-16,77.0
47823,47824,2015,6,16,15,2,81.0,66.0,69.0,17.0,51.31,1002.0,28.0,cv,2.0,0.0,0.0,2015-06-16,73.5
47824,47825,2015,6,16,16,2,87.0,61.0,65.0,17.0,48.42,1001.0,29.0,NE,2.0,0.0,0.0,2015-06-16,74.0
47825,47826,2015,6,16,17,2,100.0,55.0,64.0,16.0,45.44,1001.0,29.0,cv,1.0,0.0,0.0,2015-06-16,77.5
47826,47827,2015,6,16,18,2,108.0,67.0,92.0,17.0,48.42,1001.0,29.0,cv,1.0,0.0,0.0,2015-06-16,87.5
47827,47828,2015,6,16,19,2,113.0,158.0,126.0,19.0,61.67,1002.0,27.0,SW,2.0,0.1,0.1,2015-06-16,135.5
47828,47829,2015,6,16,20,2,109.0,176.0,135.0,20.0,69.6,1002.0,26.0,NW,2.0,0.0,0.0,2015-06-16,142.5
47829,47830,2015,6,16,21,2,122.0,178.0,140.0,20.0,73.84,1003.0,25.0,cv,1.0,0.0,0.0,2015-06-16,150.0
47830,47831,2015,6,16,22,2,103.0,180.0,143.0,19.0,69.4,1004.0,25.0,cv,2.0,0.0,0.0,2015-06-16,141.5
47831,47832,2015,6,16,23,2,71.0,132.0,104.0,19.0,69.4,1004.0,25.0,cv,3.0,0.0,0.0,2015-06-16,101.5
47832,47833,2015,6,17,0,2,68.0,106.0,91.0,20.0,78.39,1004.0,24.0,SW,4.0,1.0,1.0,2015-06-17,87.0
47833,47834,2015,6,17,1,2,49.0,64.0,66.0,20.0,88.45,1005.0,22.0,SW,6.0,1.3,2.3,2015-06-17,56.5
47834,47835,2015,6,17,2,2,37.0,47.0,55.0,20.0,88.45,1004.0,22.0,SW,8.0,0.1,2.4,2015-06-17,42.0
47835,47836,2015,6,17,3,2,42.0,55.0,66.0,20.0,88.45,1003.0,22.0,SW,10.0,0.0,0.0,2015-06-17,48.5
47836,47837,2015,6,17,4,2,52.0,65.0,78.0,20.0,88.45,1003.0,22.0,SW,12.0,0.0,0.0,2015-06-17,58.5
47837,47838,2015,6,17,5,2,63.0,74.0,97.0,20.0,88.45,1003.0,22.0,cv,1.0,0.0,0.0,2015-06-17,68.5
47838,47839,2015,6,17,6,2,65.0,78.0,93.0,20.0,88.45,1003.0,22.0,cv,2.0,0.0,0.0,2015-06-17,71.5
47839,47840,2015,6,17,7,2,68.0,73.0,75.0,21.0,94.07,1004.0,22.0,cv,3.0,0.0,0.0,2015-06-17,70.5
47840,47841,2015,6,17,8,2,64.0,86.0,84.0,21.0,88.54,1005.0,23.0,cv,4.0,0.0,0.0,2015-06-17,75.0
47841,47842,2015,6,17,9,2,60.0,88.0,67.0,21.0,83.37,1005.0,24.0,SW,2.0,0.0,0.0,2015-06-17,74.0
47842,47843,2015,6,17,10,2,58.0,89.0,73.0,21.0,69.79,1005.0,27.0,cv,1.0,0.0,0.0,2015-06-17,73.5
47843,47844,2015,6,17,11,2,46.0,83.0,46.0,20.0,58.42,1005.0,29.0,cv,3.0,0.0,0.0,2015-06-17,64.5
47844,47845,2015,6,17,12,2,31.0,41.0,42.0,19.0,51.83,1005.0,30.0,SW,2.0,0.0,0.0,2015-06-17,36.0
47845,47846,2015,6,17,13,2,29.0,50.0,50.0,20.0,55.15,1004.0,30.0,cv,2.0,0.0,0.0,2015-06-17,39.5
47846,47847,2015,6,17,14,2,40.0,51.0,51.0,17.0,40.8,1004.0,32.0,cv,4.0,0.0,0.0,2015-06-17,45.5
47847,47848,2015,6,17,15,2,27.0,47.0,39.0,17.0,40.8,1003.0,32.0,SW,3.0,0.0,0.0,2015-06-17,37.0
47848,47849,2015,6,17,16,2,26.0,39.0,40.0,19.0,43.73,1002.0,33.0,SW,7.0,0.0,0.0,2015-06-17,32.5
47849,47850,2015,6,17,17,2,33.0,37.0,58.0,18.0,43.46,1002.0,32.0,SW,10.0,0.0,0.0,2015-06-17,35.0
47850,47851,2015,6,17,18,2,33.0,38.0,51.0,17.0,40.8,1002.0,32.0,SW,12.0,0.0,0.0,2015-06-17,35.5
47851,47852,2015,6,17,19,2,40.0,40.0,54.0,18.0,45.99,1002.0,31.0,SW,13.0,0.0,0.0,2015-06-17,40.0
47852,47853,2015,6,17,20,2,48.0,46.0,58.0,19.0,51.83,1003.0,30.0,cv,0.0,0.0,0.0,2015-06-17,47.0
47853,47854,2015,6,17,21,2,48.0,43.0,68.0,19.0,54.9,1004.0,29.0,SW,2.0,0.0,0.0,2015-06-17,45.5
47854,47855,2015,6,17,22,2,64.0,45.0,59.0,20.0,61.9,1005.0,28.0,SW,4.0,0.0,0.0,2015-06-17,54.5
47855,47856,2015,6,17,23,2,56.0,45.0,61.0,21.0,65.83,1006.0,28.0,cv,1.0,0.0,0.0,2015-06-17,50.5
47856,47857,2015,6,18,0,2,26.0,39.0,27.0,21.0,74.02,1007.0,26.0,cv,2.0,0.0,0.0,2015-06-18,32.5
47857,47858,2015,6,18,1,2,15.0,22.0,26.0,15.0,47.88,1006.0,27.0,cv,3.0,0.0,0.0,2015-06-18,18.5
47858,47859,2015,6,18,2,2,15.0,16.0,25.0,15.0,50.78,1006.0,26.0,cv,4.0,0.0,0.0,2015-06-18,15.5
47859,47860,2015,6,18,3,2,16.0,15.0,26.0,16.0,54.14,1006.0,26.0,cv,4.0,0.0,0.0,2015-06-18,15.5
47860,47861,2015,6,18,4,2,16.0,15.0,22.0,17.0,61.21,1005.0,25.0,cv,4.0,0.0,0.0,2015-06-18,15.5
47861,47862,2015,6,18,5,2,17.0,16.0,20.0,18.0,69.2,1006.0,24.0,SW,2.0,0.0,0.0,2015-06-18,16.5
47862,47863,2015,6,18,6,2,20.0,16.0,19.0,19.0,73.67,1006.0,24.0,SW,4.0,0.0,0.0,2015-06-18,18.0
47863,47864,2015,6,18,7,2,29.0,20.0,26.0,18.0,69.2,1006.0,24.0,SW,6.0,0.0,0.0,2015-06-18,24.5
47864,47865,2015,6,18,8,2,38.0,39.0,53.0,18.0,65.19,1007.0,25.0,SW,8.0,0.0,0.0,2015-06-18,38.5
47865,47866,2015,6,18,9,2,47.0,33.0,44.0,17.0,57.69,1008.0,26.0,cv,0.0,0.0,0.0,2015-06-18,40.0
47866,47867,2015,6,18,10,2,66.0,32.0,58.0,18.0,57.93,1008.0,27.0,SW,2.0,0.0,0.0,2015-06-18,49.0
47867,47868,2015,6,18,11,2,89.0,10.0,68.0,17.0,48.42,1008.0,29.0,cv,1.0,0.0,0.0,2015-06-18,49.5
47868,47869,2015,6,18,12,2,96.0,40.0,80.0,16.0,40.52,1008.0,31.0,cv,2.0,0.0,0.0,2015-06-18,68.0
47869,47870,2015,6,18,13,2,91.0,33.0,82.0,17.0,43.18,1007.0,31.0,cv,2.0,0.0,0.0,2015-06-18,62.0
47870,47871,2015,6,18,14,2,90.0,80.0,81.0,17.0,38.57,1006.0,33.0,cv,4.0,0.0,0.0,2015-06-18,85.0
47871,47872,2015,6,18,15,2,85.0,86.0,75.0,15.0,32.11,1005.0,34.0,NE,2.0,0.0,0.0,2015-06-18,85.5
47872,47873,2015,6,18,16,2,74.0,75.0,72.0,16.0,34.23,1005.0,34.0,SW,2.0,0.0,0.0,2015-06-18,74.5
47873,47874,2015,6,18,17,2,69.0,41.0,40.0,16.0,36.2,1004.0,33.0,SW,4.0,0.0,0.0,2015-06-18,55.0
