,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
50970,50971,2015,10,25,18,3,223.0,173.0,202.0,-9.0,30.92,1024.0,7.0,cv,1.0,0.0,0.0,2015-10-25,212.5
50971,50972,2015,10,25,19,3,231.0,233.0,258.0,-8.0,38.39,1023.0,5.0,cv,1.0,0.0,0.0,2015-10-25,244.5
50972,50973,2015,10,25,20,3,249.0,241.0,298.0,-6.0,48.04,1023.0,4.0,cv,2.0,0.0,0.0,2015-10-25,273.5
50973,50974,2015,10,25,21,3,289.0,282.0,322.0,-4.0,60.0,1023.0,3.0,SE,2.0,0.0,0.0,2015-10-25,305.5
50974,50975,2015,10,25,22,3,319.0,316.0,316.0,-4.0,64.42,1022.0,2.0,cv,1.0,0.0,0.0,2015-10-25,317.5
50975,50976,2015,10,25,23,3,294.0,276.0,429.0,-5.0,64.18,1022.0,1.0,SE,1.0,0.0,0.0,2015-10-25,361.5
50976,50977,2015,10,26,0,3,398.0,300.0,630.0,-4.0,69.21,1022.0,1.0,SE,3.0,0.0,0.0,2015-10-26,514.0
50977,50978,2015,10,26,1,3,463.0,408.0,540.0,-5.0,69.0,1021.0,0.0,SE,4.0,0.0,0.0,2015-10-26,501.5
50978,50979,2015,10,26,2,3,401.0,473.0,344.0,-5.0,64.18,1021.0,1.0,cv,1.0,0.0,0.0,2015-10-26,372.5
50979,50980,2015,10,26,3,3,322.0,413.0,297.0,-4.0,64.42,1020.0,2.0,SE,3.0,0.0,0.0,2015-10-26,309.5
50980,50981,2015,10,26,4,3,253.0,334.0,226.0,-4.0,64.42,1019.0,2.0,SE,4.0,0.0,0.0,2015-10-26,239.5
50981,50982,2015,10,26,5,3,181.0,270.0,204.0,-2.0,74.78,1019.0,2.0,cv,0.0,0.0,0.0,2015-10-26,192.5
50982,50983,2015,10,26,6,3,123.0,242.0,194.0,-3.0,60.25,1018.0,4.0,SE,1.0,0.0,0.0,2015-10-26,158.5
50983,50984,2015,10,26,7,3,170.0,142.0,179.0,-1.0,69.85,1018.0,4.0,SW,1.0,0.0,0.0,2015-10-26,174.5
50984,50985,2015,10,26,8,3,152.0,153.0,160.0,-2.0,56.45,1017.0,6.0,SE,2.0,0.0,0.0,2015-10-26,156.0
50985,50986,2015,10,26,9,3,101.0,164.0,111.0,-1.0,49.51,1016.0,9.0,cv,1.0,0.0,0.0,2015-10-26,106.0
50986,50987,2015,10,26,10,3,70.0,99.0,111.0,-1.0,43.31,1015.0,11.0,SW,2.0,0.0,0.0,2015-10-26,90.5
50987,50988,2015,10,26,11,3,68.0,100.0,68.0,-4.0,30.39,1014.0,13.0,SW,5.0,0.0,0.0,2015-10-26,68.0
50988,50989,2015,10,26,12,3,71.0,77.0,62.0,-3.0,32.75,1013.0,13.0,SW,11.0,0.0,0.0,2015-10-26,66.5
50989,50990,2015,10,26,13,3,63.0,73.0,57.0,-5.0,28.18,1012.0,13.0,SW,17.0,0.0,0.0,2015-10-26,60.0
50990,50991,2015,10,26,14,3,55.0,66.0,46.0,-6.0,26.11,1010.0,13.0,SW,22.0,0.0,0.0,2015-10-26,50.5
50991,50992,2015,10,26,15,3,58.0,55.0,59.0,-1.0,40.54,1011.0,12.0,SW,27.0,0.0,0.0,2015-10-26,58.5
50992,50993,2015,10,26,16,3,66.0,58.0,73.0,2.0,53.81,1010.0,11.0,SW,31.0,0.4,0.4,2015-10-26,69.5
50993,50994,2015,10,26,17,3,76.0,69.0,78.0,4.0,66.27,1010.0,10.0,SW,35.0,1.2,1.6,2015-10-26,77.0
50994,50995,2015,10,26,18,3,86.0,73.0,81.0,6.0,87.19,1010.0,8.0,SW,39.0,1.0,2.6,2015-10-26,83.5
50995,50996,2015,10,26,19,3,83.0,77.0,86.0,7.0,93.4,1010.0,8.0,SW,42.0,1.2,3.8,2015-10-26,84.5
50996,50997,2015,10,26,20,3,80.0,74.0,81.0,8.0,100.0,1010.0,8.0,SW,45.0,0.1,3.9,2015-10-26,80.5
50997,50998,2015,10,26,21,3,66.0,72.0,70.0,8.0,93.45,1010.0,9.0,SW,48.0,0.0,0.0,2015-10-26,68.0
50998,50999,2015,10,26,22,3,38.0,68.0,36.0,7.0,87.28,1011.0,9.0,SW,54.0,0.0,0.0,2015-10-26,37.0
50999,51000,2015,10,26,23,3,29.0,42.0,26.0,-1.0,52.98,1012.0,8.0,SW,58.0,0.0,0.0,2015-10-26,27.5
51000,51001,2015,10,27,0,3,26.0,31.0,23.0,-3.0,52.41,1012.0,6.0,SW,61.0,0.0,0.0,2015-10-27,24.5
51001,51002,2015,10,27,1,3,23.0,29.0,20.0,-3.0,56.18,1012.0,5.0,SW,63.0,0.0,0.0,2015-10-27,21.5
51002,51003,2015,10,27,2,3,24.0,27.0,20.0,-3.0,64.66,1013.0,3.0,SW,65.0,0.0,0.0,2015-10-27,22.0
51003,51004,2015,10,27,3,3,60.0,18.0,21.0,-4.0,55.91,1013.0,4.0,SW,68.0,0.0,0.0,2015-10-27,40.5
51004,51005,2015,10,27,4,3,21.0,25.0,18.0,-4.0,60.0,1012.0,3.0,SW,70.0,0.0,0.0,2015-10-27,19.5
51005,51006,2015,10,27,5,3,21.0,31.0,18.0,-4.0,64.42,1013.0,2.0,SW,72.0,0.0,0.0,2015-10-27,19.5
51006,51007,2015,10,27,6,3,23.0,19.0,17.0,-4.0,69.21,1013.0,1.0,SW,74.0,0.0,0.0,2015-10-27,20.0
51007,51008,2015,10,27,7,3,29.0,26.0,21.0,-4.0,69.21,1013.0,1.0,SW,76.0,0.0,0.0,2015-10-27,25.0
51008,51009,2015,10,27,8,3,24.0,31.0,20.0,-3.0,56.18,1013.0,5.0,SW,77.0,0.0,0.0,2015-10-27,22.0
51009,51010,2015,10,27,9,3,21.0,24.0,17.0,-6.0,39.01,1014.0,7.0,SW,81.0,0.0,0.0,2015-10-27,19.0
51010,51011,2015,10,27,10,3,17.0,20.0,16.0,-8.0,31.23,1013.0,8.0,SW,85.0,0.0,0.0,2015-10-27,16.5
51011,51012,2015,10,27,11,3,18.0,14.0,16.0,-8.0,29.18,1013.0,9.0,SW,89.0,0.0,0.0,2015-10-27,17.0
51012,51013,2015,10,27,12,3,15.0,11.0,15.0,-8.0,27.29,1012.0,10.0,SW,94.0,0.0,0.0,2015-10-27,15.0
51013,51014,2015,10,27,13,3,14.0,11.0,13.0,-9.0,25.24,1012.0,10.0,SW,98.0,0.0,0.0,2015-10-27,13.5
51014,51015,2015,10,27,14,3,12.0,10.0,13.0,-10.0,21.82,1012.0,11.0,SW,103.0,0.0,0.0,2015-10-27,12.5
51015,51016,2015,10,27,15,3,13.0,8.0,13.0,-10.0,21.82,1012.0,11.0,SW,109.0,0.0,0.0,2015-10-27,13.0
51016,51017,2015,10,27,16,3,16.0,16.0,15.0,-11.0,23.04,1013.0,9.0,NW,6.0,0.0,0.0,2015-10-27,15.5
51017,51018,2015,10,27,17,3,23.0,16.0,17.0,-10.0,28.58,1014.0,7.0,NW,9.0,0.0,0.0,2015-10-27,20.0
51018,51019,2015,10,27,18,3,30.0,25.0,18.0,-11.0,24.65,1015.0,8.0,NW,13.0,0.0,0.0,2015-10-27,24.0
51019,51020,2015,10,27,19,3,35.0,26.0,22.0,-11.0,28.27,1016.0,6.0,NW,17.0,0.0,0.0,2015-10-27,28.5
51020,51021,2015,10,27,20,3,34.0,19.0,22.0,-11.0,30.31,1016.0,5.0,NW,19.0,0.0,0.0,2015-10-27,28.0
51021,51022,2015,10,27,21,3,41.0,,22.0,-10.0,32.81,1017.0,5.0,NW,21.0,0.0,0.0,2015-10-27,31.5
51022,51023,2015,10,27,22,3,44.0,35.0,23.0,-9.0,38.08,1018.0,4.0,NW,23.0,0.0,0.0,2015-10-27,33.5
51023,51024,2015,10,27,23,3,35.0,39.0,27.0,-11.0,32.5,1018.0,4.0,NW,24.0,0.0,0.0,2015-10-27,31.0
51024,51025,2015,10,28,0,3,32.0,37.0,26.0,-8.0,47.44,1018.0,2.0,SW,2.0,0.0,0.0,2015-10-28,29.0
51025,51026,2015,10,28,1,3,33.0,32.0,36.0,-8.0,54.8,1019.0,0.0,SW,4.0,0.0,0.0,2015-10-28,34.5
51026,51027,2015,10,28,2,3,52.0,51.0,44.0,-6.0,68.78,1019.0,-1.0,SW,5.0,0.0,0.0,2015-10-28,48.0
51027,51028,2015,10,28,3,3,25.0,38.0,23.0,-6.0,74.03,1019.0,-2.0,SE,1.0,0.0,0.0,2015-10-28,24.0
51028,51029,2015,10,28,4,3,26.0,29.0,20.0,-6.0,74.03,1020.0,-2.0,SW,1.0,0.0,0.0,2015-10-28,23.0
51030,51031,2015,10,28,6,3,22.0,25.0,21.0,-6.0,68.78,1021.0,-1.0,SW,6.0,0.0,0.0,2015-10-28,21.5
51031,51032,2015,10,28,7,3,22.0,21.0,21.0,-5.0,74.22,1021.0,-1.0,SW,7.0,0.0,0.0,2015-10-28,21.5
51032,51033,2015,10,28,8,3,22.0,25.0,20.0,-4.0,64.42,1022.0,2.0,cv,1.0,0.0,0.0,2015-10-28,21.0
51033,51034,2015,10,28,9,3,22.0,23.0,18.0,-7.0,44.49,1022.0,4.0,SW,2.0,0.0,0.0,2015-10-28,20.0
51034,51035,2015,10,28,10,3,17.0,67.0,16.0,-12.0,26.09,1022.0,6.0,NW,3.0,0.0,0.0,2015-10-28,16.5
51035,51036,2015,10,28,11,3,15.0,21.0,15.0,-11.0,26.39,1021.0,7.0,NW,5.0,0.0,0.0,2015-10-28,15.0
51036,51037,2015,10,28,12,3,15.0,21.0,13.0,-11.0,24.65,1021.0,8.0,SW,4.0,0.0,0.0,2015-10-28,14.0
51037,51038,2015,10,28,13,3,17.0,5.0,15.0,-10.0,26.69,1020.0,8.0,SW,11.0,0.0,0.0,2015-10-28,16.0
51038,51039,2015,10,28,14,3,16.0,17.0,17.0,-10.0,26.69,1020.0,8.0,SW,16.0,0.0,0.0,2015-10-28,16.5
51039,51040,2015,10,28,15,3,16.0,19.0,16.0,-9.0,28.88,1020.0,8.0,SW,21.0,0.0,0.0,2015-10-28,16.0
51040,51041,2015,10,28,16,3,19.0,33.0,17.0,-10.0,26.69,1019.0,8.0,SW,27.0,0.0,0.0,2015-10-28,18.0
51041,51042,2015,10,28,17,3,28.0,24.0,18.0,-8.0,38.39,1019.0,5.0,SW,31.0,0.0,0.0,2015-10-28,23.0
51042,51043,2015,10,28,18,3,33.0,27.0,21.0,-8.0,41.17,1020.0,4.0,SW,33.0,0.0,0.0,2015-10-28,27.0
51044,51045,2015,10,28,20,3,47.0,34.0,24.0,-10.0,35.19,1021.0,4.0,NW,2.0,0.0,0.0,2015-10-28,35.5
51045,51046,2015,10,28,21,3,46.0,33.0,24.0,-10.0,40.55,1022.0,2.0,SW,2.0,0.0,0.0,2015-10-28,35.0
51046,51047,2015,10,28,22,3,42.0,45.0,20.0,-10.0,43.57,1022.0,1.0,SW,4.0,0.0,0.0,2015-10-28,31.0
51047,51048,2015,10,28,23,3,33.0,38.0,18.0,-11.0,37.45,1023.0,2.0,NW,3.0,0.0,0.0,2015-10-28,25.5
51048,51049,2015,10,29,0,3,26.0,26.0,19.0,-10.0,46.84,1023.0,0.0,SW,3.0,0.0,0.0,2015-10-29,22.5
51049,51050,2015,10,29,1,3,23.0,24.0,19.0,-10.0,46.84,1023.0,0.0,SW,6.0,0.0,0.0,2015-10-29,21.0
51050,51051,2015,10,29,2,3,26.0,22.0,29.0,-8.0,63.45,1023.0,-2.0,SW,8.0,0.0,0.0,2015-10-29,27.5
51051,51052,2015,10,29,3,3,34.0,27.0,27.0,-8.0,63.45,1023.0,-2.0,SW,10.0,0.0,0.0,2015-10-29,30.5
51052,51053,2015,10,29,4,3,28.0,36.0,23.0,-8.0,68.33,1022.0,-3.0,SW,11.0,0.0,0.0,2015-10-29,25.5
51053,51054,2015,10,29,5,3,28.0,31.0,19.0,-8.0,68.33,1023.0,-3.0,SW,12.0,0.0,0.0,2015-10-29,23.5
51054,51055,2015,10,29,6,3,30.0,30.0,22.0,-8.0,73.65,1023.0,-4.0,SE,1.0,0.0,0.0,2015-10-29,26.0
51055,51056,2015,10,29,7,3,41.0,40.0,35.0,-8.0,63.45,1023.0,-2.0,SE,3.0,0.0,0.0,2015-10-29,38.0
51056,51057,2015,10,29,8,3,43.0,49.0,34.0,-7.0,55.08,1024.0,1.0,cv,1.0,0.0,0.0,2015-10-29,38.5
51057,51058,2015,10,29,9,3,44.0,51.0,41.0,-7.0,44.49,1024.0,4.0,SW,3.0,0.0,0.0,2015-10-29,42.5
51058,51059,2015,10,29,10,3,25.0,55.0,27.0,-11.0,30.31,1023.0,5.0,SW,8.0,0.0,0.0,2015-10-29,26.0
51059,51060,2015,10,29,11,3,22.0,27.0,19.0,-11.0,28.27,1023.0,6.0,SW,13.0,0.0,0.0,2015-10-29,20.5
51061,51062,2015,10,29,13,3,18.0,17.0,17.0,-12.0,26.09,1022.0,6.0,SW,24.0,0.0,0.0,2015-10-29,17.5
51062,51063,2015,10,29,14,3,18.0,13.0,16.0,-11.0,28.27,1022.0,6.0,NW,5.0,0.0,0.0,2015-10-29,17.0
51063,51064,2015,10,29,15,3,16.0,17.0,16.0,-13.0,24.06,1022.0,6.0,SW,5.0,0.0,0.0,2015-10-29,16.0
51064,51065,2015,10,29,16,3,18.0,11.0,14.0,-12.0,26.09,1022.0,6.0,NW,7.0,0.0,0.0,2015-10-29,16.0
51065,51066,2015,10,29,17,3,35.0,17.0,18.0,-13.0,27.66,1023.0,4.0,NW,12.0,0.0,0.0,2015-10-29,26.5
51066,51067,2015,10,29,18,3,48.0,23.0,21.0,-12.0,34.56,1023.0,2.0,SW,3.0,0.0,0.0,2015-10-29,34.5
51067,51068,2015,10,29,19,3,61.0,35.0,27.0,-11.0,40.24,1024.0,1.0,SW,5.0,0.0,0.0,2015-10-29,44.0
51068,51069,2015,10,29,20,3,38.0,39.0,26.0,-10.0,46.84,1025.0,0.0,SW,8.0,0.0,0.0,2015-10-29,32.0
51069,51070,2015,10,29,21,3,37.0,31.0,20.0,-9.0,50.68,1025.0,0.0,SW,10.0,0.0,0.0,2015-10-29,28.5
51071,51072,2015,10,29,23,3,34.0,23.0,18.0,-8.0,54.8,1026.0,0.0,SW,14.0,0.0,0.0,2015-10-29,26.0
51072,51073,2015,10,30,0,3,26.0,26.0,17.0,-9.0,58.68,1026.0,-2.0,SW,17.0,0.0,0.0,2015-10-30,21.5
51073,51074,2015,10,30,1,3,24.0,29.0,18.0,-10.0,50.38,1026.0,-1.0,SW,18.0,0.0,0.0,2015-10-30,21.0
51074,51075,2015,10,30,2,3,27.0,23.0,18.0,-9.0,63.2,1026.0,-3.0,SW,20.0,0.0,0.0,2015-10-30,22.5
51075,51076,2015,10,30,3,3,22.0,24.0,17.0,-10.0,54.23,1026.0,-2.0,SW,23.0,0.0,0.0,2015-10-30,19.5
51076,51077,2015,10,30,4,3,19.0,16.0,17.0,-10.0,62.95,1026.0,-4.0,SW,25.0,0.0,0.0,2015-10-30,18.0
51077,51078,2015,10,30,5,3,18.0,24.0,18.0,-9.0,68.11,1027.0,-4.0,SW,26.0,0.0,0.0,2015-10-30,18.0
51078,51079,2015,10,30,6,3,21.0,24.0,21.0,-9.0,68.11,1027.0,-4.0,SW,28.0,0.0,0.0,2015-10-30,21.0
51079,51080,2015,10,30,7,3,23.0,22.0,23.0,-8.0,73.65,1028.0,-4.0,SE,1.0,0.0,0.0,2015-10-30,23.0
51080,51081,2015,10,30,8,3,29.0,32.0,24.0,-7.0,59.21,1029.0,0.0,SW,2.0,0.0,0.0,2015-10-30,26.5
51082,51083,2015,10,30,10,3,20.0,42.0,21.0,-10.0,35.19,1029.0,4.0,SW,7.0,0.0,0.0,2015-10-30,20.5
51083,51084,2015,10,30,11,3,21.0,21.0,20.0,-10.0,32.81,1029.0,5.0,SW,10.0,0.0,0.0,2015-10-30,20.5
51084,51085,2015,10,30,12,3,19.0,21.0,17.0,-10.0,30.61,1029.0,6.0,SW,14.0,0.0,0.0,2015-10-30,18.0
51085,51086,2015,10,30,13,3,18.0,12.0,19.0,-10.0,32.81,1029.0,5.0,NW,5.0,0.0,0.0,2015-10-30,18.5
51086,51087,2015,10,30,14,3,16.0,20.0,17.0,-10.0,30.61,1029.0,6.0,NW,10.0,0.0,0.0,2015-10-30,16.5
51087,51088,2015,10,30,15,3,15.0,17.0,16.0,-10.0,30.61,1029.0,6.0,NW,15.0,0.0,0.0,2015-10-30,15.5
51088,51089,2015,10,30,16,3,17.0,16.0,17.0,-11.0,28.27,1029.0,6.0,NW,19.0,0.0,0.0,2015-10-30,17.0
51089,51090,2015,10,30,17,3,27.0,20.0,22.0,-13.0,27.66,1029.0,4.0,NW,21.0,0.0,0.0,2015-10-30,24.5
51090,51091,2015,10,30,18,3,44.0,34.0,25.0,-13.0,31.88,1030.0,2.0,NW,22.0,0.0,0.0,2015-10-30,34.5
51091,51092,2015,10,30,19,3,77.0,39.0,29.0,-10.0,50.38,1030.0,-1.0,SW,1.0,0.0,0.0,2015-10-30,53.0
51093,51094,2015,10,30,21,3,55.0,57.0,46.0,-8.0,63.45,1031.0,-2.0,SE,2.0,0.0,0.0,2015-10-30,50.5
51094,51095,2015,10,30,22,3,66.0,66.0,55.0,-8.0,63.45,1031.0,-2.0,SE,4.0,0.0,0.0,2015-10-30,60.5
51095,51096,2015,10,30,23,3,72.0,86.0,71.0,-8.0,73.65,1031.0,-4.0,SE,6.0,0.0,0.0,2015-10-30,71.5
51096,51097,2015,10,31,0,3,55.0,82.0,64.0,-8.0,68.33,1031.0,-3.0,SE,8.0,0.0,0.0,2015-10-31,59.5
51097,51098,2015,10,31,1,3,72.0,81.0,89.0,-8.0,73.65,1031.0,-4.0,SE,10.0,0.0,0.0,2015-10-31,80.5
51098,51099,2015,10,31,2,3,87.0,85.0,97.0,-8.0,73.65,1031.0,-4.0,SE,12.0,0.0,0.0,2015-10-31,92.0
51099,51100,2015,10,31,3,3,91.0,117.0,109.0,-9.0,68.11,1031.0,-4.0,SE,14.0,0.0,0.0,2015-10-31,100.0
51100,51101,2015,10,31,4,3,92.0,122.0,120.0,-8.0,73.65,1030.0,-4.0,SE,16.0,0.0,0.0,2015-10-31,106.0
51101,51102,2015,10,31,5,3,85.0,121.0,120.0,-9.0,73.45,1031.0,-5.0,SE,18.0,0.0,0.0,2015-10-31,102.5
51102,51103,2015,10,31,6,3,78.0,113.0,96.0,-9.0,79.26,1031.0,-6.0,SE,20.0,0.0,0.0,2015-10-31,87.0
51103,51104,2015,10,31,7,3,77.0,104.0,81.0,-7.0,79.58,1031.0,-4.0,SE,22.0,0.0,0.0,2015-10-31,79.0
51104,51105,2015,10,31,8,3,77.0,98.0,82.0,-6.0,63.94,1032.0,0.0,SE,23.0,0.0,0.0,2015-10-31,79.5
51105,51106,2015,10,31,9,3,70.0,100.0,66.0,-5.0,51.84,1032.0,4.0,SW,2.0,0.0,0.0,2015-10-31,68.0
51106,51107,2015,10,31,10,3,65.0,82.0,53.0,-8.0,35.82,1032.0,6.0,SW,5.0,0.0,0.0,2015-10-31,59.0
51107,51108,2015,10,31,11,3,41.0,68.0,43.0,-9.0,28.88,1032.0,8.0,SW,8.0,0.0,0.0,2015-10-31,42.0
51108,51109,2015,10,31,12,3,39.0,46.0,34.0,-8.0,29.18,1031.0,9.0,SW,12.0,0.0,0.0,2015-10-31,36.5
51109,51110,2015,10,31,13,3,36.0,41.0,35.0,-9.0,26.99,1030.0,9.0,SW,15.0,0.0,0.0,2015-10-31,35.5
51110,51111,2015,10,31,14,3,32.0,37.0,35.0,-9.0,25.24,1030.0,10.0,SW,18.0,0.0,0.0,2015-10-31,33.5
51111,51112,2015,10,31,15,3,40.0,31.0,34.0,-9.0,25.24,1029.0,10.0,SW,20.0,0.0,0.0,2015-10-31,37.0
51112,51113,2015,10,31,16,3,41.0,35.0,44.0,-8.0,29.18,1029.0,9.0,SW,22.0,0.0,0.0,2015-10-31,42.5
51113,51114,2015,10,31,17,3,51.0,46.0,58.0,-9.0,30.92,1029.0,7.0,SW,24.0,0.0,0.0,2015-10-31,54.5
51114,51115,2015,10,31,18,3,69.0,72.0,75.0,-8.0,38.39,1029.0,5.0,SE,2.0,0.0,0.0,2015-10-31,72.0
51115,51116,2015,10,31,19,3,70.0,93.0,96.0,-8.0,41.17,1029.0,4.0,SE,5.0,0.0,0.0,2015-10-31,83.0
51116,51117,2015,10,31,20,3,92.0,101.0,113.0,-7.0,55.08,1029.0,1.0,SE,7.0,0.0,0.0,2015-10-31,102.5
51117,51118,2015,10,31,21,3,95.0,113.0,109.0,-6.0,63.94,1029.0,0.0,SE,9.0,0.0,0.0,2015-10-31,102.0
51118,51119,2015,10,31,22,3,91.0,112.0,148.0,-6.0,68.78,1028.0,-1.0,SE,11.0,0.0,0.0,2015-10-31,119.5
51119,51120,2015,10,31,23,3,83.0,115.0,133.0,-6.0,68.78,1028.0,-1.0,SE,13.0,0.0,0.0,2015-10-31,108.0
51120,51121,2015,11,1,0,3,75.0,110.0,102.0,-7.0,68.56,1028.0,-2.0,SE,14.0,,,2015-11-01,88.5
51121,51122,2015,11,1,1,3,85.0,122.0,100.0,-6.0,68.78,1027.0,-1.0,SE,16.0,0.0,0.0,2015-11-01,92.5
51122,51123,2015,11,1,2,3,84.0,108.0,107.0,-6.0,63.94,1027.0,0.0,SE,19.0,0.0,0.0,2015-11-01,95.5
51123,51124,2015,11,1,3,3,80.0,101.0,115.0,-7.0,59.21,1026.0,0.0,SE,23.0,0.0,0.0,2015-11-01,97.5
51124,51125,2015,11,1,4,3,82.0,102.0,133.0,-7.0,59.21,1026.0,0.0,SE,27.0,0.0,0.0,2015-11-01,107.5
51125,51126,2015,11,1,5,3,94.0,102.0,139.0,-7.0,59.21,1025.0,0.0,SE,31.0,0.0,0.0,2015-11-01,116.5
51126,51127,2015,11,1,6,3,100.0,143.0,133.0,-7.0,59.21,1025.0,0.0,SE,35.0,0.0,0.0,2015-11-01,116.5
51127,51128,2015,11,1,7,3,98.0,143.0,136.0,-7.0,55.08,1025.0,1.0,SE,39.0,0.0,0.0,2015-11-01,117.0
51128,51129,2015,11,1,8,3,110.0,120.0,128.0,-6.0,51.56,1025.0,3.0,SE,43.0,0.0,0.0,2015-11-01,119.0
51129,51130,2015,11,1,9,3,93.0,136.0,103.0,-6.0,36.44,1025.0,8.0,SE,45.0,0.0,0.0,2015-11-01,98.0
51130,51131,2015,11,1,10,3,66.0,119.0,68.0,-6.0,29.79,1025.0,11.0,SW,2.0,0.0,0.0,2015-11-01,67.0
51131,51132,2015,11,1,11,3,41.0,73.0,41.0,-10.0,19.13,1024.0,13.0,SW,6.0,0.0,0.0,2015-11-01,41.0
51132,51133,2015,11,1,12,3,35.0,39.0,33.0,-10.0,17.92,1023.0,14.0,SW,9.0,0.0,0.0,2015-11-01,34.0
51133,51134,2015,11,1,13,3,42.0,35.0,35.0,-12.0,15.28,1022.0,14.0,SW,14.0,0.0,0.0,2015-11-01,38.5
51134,51135,2015,11,1,14,3,66.0,41.0,49.0,-10.0,17.92,1022.0,14.0,SW,18.0,0.0,0.0,2015-11-01,57.5
51135,51136,2015,11,1,15,3,91.0,97.0,91.0,-13.0,14.09,1022.0,14.0,SW,22.0,0.0,0.0,2015-11-01,91.0
51136,51137,2015,11,1,16,3,102.0,99.0,98.0,-3.0,34.97,1021.0,12.0,SW,25.0,0.0,0.0,2015-11-01,100.0
51137,51138,2015,11,1,17,3,99.0,100.0,94.0,-2.0,43.01,1021.0,10.0,SW,28.0,0.0,0.0,2015-11-01,96.5
51138,51139,2015,11,1,18,3,110.0,114.0,108.0,-2.0,49.22,1021.0,8.0,SE,2.0,0.0,0.0,2015-11-01,109.0
51139,51140,2015,11,1,19,3,132.0,119.0,143.0,-4.0,45.4,1021.0,7.0,SE,4.0,0.0,0.0,2015-11-01,137.5
51141,51142,2015,11,1,21,3,154.0,162.0,183.0,-5.0,48.34,1021.0,5.0,SE,9.0,0.0,0.0,2015-11-01,168.5
51142,51143,2015,11,1,22,3,104.0,138.0,140.0,-4.0,52.13,1021.0,5.0,SE,11.0,0.0,0.0,2015-11-01,122.0
51143,51144,2015,11,1,23,3,68.0,105.0,84.0,-3.0,60.25,1021.0,4.0,SE,13.0,0.0,0.0,2015-11-01,76.0
51144,51145,2015,11,2,0,3,64.0,74.0,74.0,-2.0,64.9,1021.0,4.0,SE,15.0,0.0,0.0,2015-11-02,69.0
51145,51146,2015,11,2,1,3,68.0,53.0,79.0,-1.0,69.85,1020.0,4.0,SE,17.0,0.0,0.0,2015-11-02,73.5
51146,51147,2015,11,2,2,3,77.0,66.0,95.0,0.0,75.14,1020.0,4.0,SE,19.0,0.0,0.0,2015-11-02,86.0
51150,51151,2015,11,2,6,3,103.0,123.0,110.0,1.0,86.68,1019.0,3.0,SE,28.0,0.0,0.0,2015-11-02,106.5
51152,51153,2015,11,2,8,3,126.0,148.0,141.0,3.0,81.06,1020.0,6.0,SE,32.0,0.0,0.0,2015-11-02,133.5
51153,51154,2015,11,2,9,3,144.0,149.0,157.0,5.0,76.01,1021.0,9.0,SE,34.0,0.0,0.0,2015-11-02,150.5
51154,51155,2015,11,2,10,3,173.0,163.0,178.0,6.0,66.71,1021.0,12.0,SW,3.0,0.0,0.0,2015-11-02,175.5
51155,51156,2015,11,2,11,3,234.0,157.0,220.0,6.0,58.54,1020.0,14.0,SW,8.0,0.0,0.0,2015-11-02,227.0
51156,51157,2015,11,2,12,3,192.0,183.0,221.0,6.0,54.88,1020.0,15.0,SW,13.0,0.0,0.0,2015-11-02,206.5
51157,51158,2015,11,2,13,3,177.0,179.0,209.0,3.0,41.73,1020.0,16.0,SW,17.0,0.0,0.0,2015-11-02,193.0
51158,51159,2015,11,2,14,3,149.0,173.0,187.0,3.0,41.73,1019.0,16.0,SW,21.0,0.0,0.0,2015-11-02,168.0
51159,51160,2015,11,2,15,3,141.0,164.0,166.0,3.0,44.49,1020.0,15.0,SW,25.0,0.0,0.0,2015-11-02,153.5
51160,51161,2015,11,2,16,3,164.0,155.0,165.0,2.0,44.2,1020.0,14.0,SW,27.0,0.0,0.0,2015-11-02,164.5
51161,51162,2015,11,2,17,3,181.0,166.0,183.0,2.0,53.81,1020.0,11.0,SW,28.0,0.0,0.0,2015-11-02,182.0
51162,51163,2015,11,2,18,3,194.0,197.0,253.0,2.0,61.51,1021.0,9.0,SE,1.0,0.0,0.0,2015-11-02,223.5
51163,51164,2015,11,2,19,3,249.0,220.0,311.0,2.0,75.49,1021.0,6.0,SE,3.0,0.0,0.0,2015-11-02,280.0
51164,51165,2015,11,2,20,3,228.0,271.0,364.0,3.0,75.67,1021.0,7.0,SE,5.0,0.0,0.0,2015-11-02,296.0
51165,51166,2015,11,2,21,3,256.0,267.0,400.0,3.0,81.06,1022.0,6.0,SE,7.0,0.0,0.0,2015-11-02,328.0
51166,51167,2015,11,2,22,3,271.0,267.0,463.0,2.0,80.92,1022.0,5.0,SE,9.0,0.0,0.0,2015-11-02,367.0
51167,51168,2015,11,2,23,3,226.0,286.0,418.0,1.0,86.68,1022.0,3.0,SE,10.0,0.0,0.0,2015-11-02,322.0
51168,51169,2015,11,3,0,3,206.0,245.0,346.0,3.0,81.06,1023.0,6.0,SE,13.0,0.0,0.0,2015-11-03,276.0
51169,51170,2015,11,3,1,3,237.0,298.0,312.0,2.0,93.13,1023.0,3.0,SE,15.0,0.0,0.0,2015-11-03,274.5
51170,51171,2015,11,3,2,3,192.0,277.0,297.0,3.0,75.67,1023.0,7.0,SE,18.0,0.0,0.0,2015-11-03,244.5
