,No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
51799,51800,2015,11,29,7,3,78.0,68.0,83.0,8.0,93.45,1026.0,9.0,NW,1.0,,,2015-11-29,80.5
51800,51801,2015,11,29,8,3,79.0,76.0,83.0,8.0,93.45,1026.0,9.0,cv,0.0,0.3,0.3,2015-11-29,81.0
51801,51802,2015,11,29,9,3,78.0,80.0,83.0,9.0,93.5,1027.0,10.0,SW,2.0,,,2015-11-29,80.5
51802,51803,2015,11,29,10,3,61.0,62.0,66.0,9.0,93.5,1026.0,10.0,SE,2.0,,,2015-11-29,63.5
51803,51804,2015,11,29,11,3,56.0,48.0,62.0,10.0,93.55,1026.0,11.0,SW,2.0,0.0,0.0,2015-11-29,59.0
51804,51805,2015,11,29,12,3,61.0,57.0,67.0,10.0,93.55,1026.0,11.0,SW,4.0,,,2015-11-29,64.0
51805,51806,2015,11,29,13,3,75.0,60.0,70.0,10.0,93.55,1025.0,11.0,NW,2.0,0.0,0.0,2015-11-29,72.5
51806,51807,2015,11,29,14,3,69.0,50.0,78.0,10.0,93.55,1024.0,11.0,SW,2.0,0.0,0.0,2015-11-29,73.5
51807,51808,2015,11,29,15,3,67.0,52.0,72.0,10.0,87.57,1024.0,12.0,SW,4.0,,,2015-11-29,69.5
51808,51809,2015,11,29,16,3,60.0,60.0,65.0,10.0,87.57,1024.0,12.0,SW,6.0,,,2015-11-29,62.5
51809,51810,2015,11,29,17,3,70.0,68.0,70.0,10.0,87.57,1025.0,12.0,cv,1.0,,,2015-11-29,70.0
51810,51811,2015,11,29,18,3,91.0,83.0,74.0,10.0,93.55,1025.0,11.0,NW,2.0,,,2015-11-29,82.5
51811,51812,2015,11,29,19,3,101.0,93.0,93.0,9.0,87.47,1025.0,11.0,NW,4.0,,,2015-11-29,97.0
51812,51813,2015,11,29,20,3,104.0,103.0,111.0,9.0,93.5,1025.0,10.0,SW,1.0,,,2015-11-29,107.5
51813,51814,2015,11,29,21,3,103.0,100.0,118.0,8.0,93.45,1026.0,9.0,SW,2.0,,,2015-11-29,110.5
51814,51815,2015,11,29,22,3,108.0,98.0,120.0,8.0,100.0,1026.0,8.0,SW,3.0,,,2015-11-29,114.0
51815,51816,2015,11,29,23,3,111.0,94.0,122.0,8.0,100.0,1026.0,8.0,cv,0.0,,,2015-11-29,116.5
51816,51817,2015,11,30,0,3,110.0,88.0,121.0,8.0,100.0,1026.0,8.0,SW,1.0,,,2015-11-30,115.5
51817,51818,2015,11,30,1,3,108.0,94.0,106.0,7.0,93.4,1025.0,8.0,SW,2.0,0.0,0.0,2015-11-30,107.0
51818,51819,2015,11,30,2,3,101.0,96.0,91.0,8.0,100.0,1025.0,8.0,cv,0.0,0.0,0.0,2015-11-30,96.0
51819,51820,2015,11,30,3,3,84.0,93.0,79.0,8.0,100.0,1025.0,8.0,SW,1.0,,,2015-11-30,81.5
51820,51821,2015,11,30,4,3,77.0,77.0,60.0,7.0,100.0,1025.0,7.0,cv,0.0,,,2015-11-30,68.5
51821,51822,2015,11,30,5,3,76.0,73.0,59.0,7.0,100.0,1025.0,7.0,cv,0.0,,,2015-11-30,67.5
51822,51823,2015,11,30,6,3,73.0,72.0,68.0,7.0,100.0,1025.0,7.0,NE,2.0,,,2015-11-30,70.5
51823,51824,2015,11,30,7,3,72.0,69.0,78.0,7.0,100.0,1025.0,7.0,NE,3.0,0.0,0.0,2015-11-30,75.0
51824,51825,2015,11,30,8,3,84.0,81.0,82.0,8.0,93.45,1026.0,9.0,NE,5.0,,,2015-11-30,83.0
51825,51826,2015,11,30,9,3,99.0,94.0,92.0,10.0,100.0,1026.0,10.0,NE,7.0,0.0,0.0,2015-11-30,95.5
51826,51827,2015,11,30,10,3,132.0,131.0,118.0,11.0,93.6,1026.0,12.0,NE,9.0,0.0,0.0,2015-11-30,125.0
51827,51828,2015,11,30,11,3,165.0,144.0,145.0,11.0,82.14,1025.0,14.0,cv,1.0,0.0,0.0,2015-11-30,155.0
51828,51829,2015,11,30,12,3,182.0,151.0,162.0,10.0,72.04,1025.0,15.0,cv,2.0,0.0,0.0,2015-11-30,172.0
51829,51830,2015,11,30,13,3,189.0,130.0,158.0,10.0,67.57,1024.0,16.0,cv,3.0,0.0,0.0,2015-11-30,173.5
51830,51831,2015,11,30,14,3,176.0,130.0,140.0,9.0,59.29,1023.0,17.0,cv,4.0,0.0,0.0,2015-11-30,158.0
51831,51832,2015,11,30,15,3,154.0,134.0,156.0,9.0,63.18,1023.0,16.0,NE,3.0,0.0,0.0,2015-11-30,155.0
51832,51833,2015,11,30,16,3,174.0,156.0,174.0,8.0,59.04,1023.0,16.0,NE,5.0,0.0,0.0,2015-11-30,174.0
51833,51834,2015,11,30,17,3,177.0,187.0,196.0,8.0,62.95,1023.0,15.0,NE,8.0,,,2015-11-30,186.5
51834,51835,2015,11,30,18,3,196.0,168.0,199.0,9.0,67.36,1023.0,15.0,NE,11.0,0.0,0.0,2015-11-30,197.5
51835,51836,2015,11,30,19,3,177.0,143.0,166.0,9.0,71.85,1023.0,14.0,NE,15.0,0.0,0.0,2015-11-30,171.5
51836,51837,2015,11,30,20,3,141.0,138.0,158.0,9.0,71.85,1024.0,14.0,NE,20.0,,,2015-11-30,149.5
51837,51838,2015,11,30,21,3,129.0,130.0,154.0,10.0,82.01,1024.0,13.0,NE,23.0,,,2015-11-30,141.5
51838,51839,2015,11,30,22,3,129.0,119.0,134.0,9.0,76.68,1024.0,13.0,NE,25.0,0.0,0.0,2015-11-30,131.5
51839,51840,2015,11,30,23,3,114.0,100.0,113.0,9.0,81.88,1024.0,12.0,NE,26.0,,,2015-11-30,113.5
51840,51841,2015,12,1,0,4,114.0,97.0,105.0,9.0,81.88,1024.0,12.0,cv,0.0,,,2015-12-01,109.5
51841,51842,2015,12,1,1,4,106.0,88.0,101.0,9.0,87.47,1024.0,11.0,cv,1.0,,,2015-12-01,103.5
51842,51843,2015,12,1,2,4,104.0,87.0,96.0,9.0,93.5,1024.0,10.0,NW,2.0,,,2015-12-01,100.0
51843,51844,2015,12,1,3,4,96.0,82.0,91.0,8.0,93.45,1023.0,9.0,NE,2.0,0.0,0.0,2015-12-01,93.5
51844,51845,2015,12,1,4,4,82.0,73.0,81.0,8.0,93.45,1023.0,9.0,NE,4.0,,,2015-12-01,81.5
51845,51846,2015,12,1,5,4,74.0,67.0,71.0,8.0,93.45,1023.0,9.0,NE,5.0,0.0,0.0,2015-12-01,72.5
51846,51847,2015,12,1,6,4,65.0,65.0,66.0,9.0,100.0,1023.0,9.0,NE,6.0,0.0,0.0,2015-12-01,65.5
51847,51848,2015,12,1,7,4,66.0,60.0,57.0,9.0,93.5,1023.0,10.0,NE,8.0,0.0,0.0,2015-12-01,61.5
51848,51849,2015,12,1,8,4,67.0,64.0,65.0,10.0,82.01,1023.0,13.0,NE,11.0,0.0,0.0,2015-12-01,66.0
51849,51850,2015,12,1,9,4,62.0,61.0,61.0,11.0,77.01,1023.0,15.0,NE,16.0,0.0,0.0,2015-12-01,61.5
51850,51851,2015,12,1,10,4,55.0,45.0,58.0,11.0,67.78,1023.0,17.0,NE,20.0,0.0,0.0,2015-12-01,56.5
51851,51852,2015,12,1,11,4,47.0,42.0,43.0,10.0,63.41,1023.0,17.0,SE,5.0,0.0,0.0,2015-12-01,45.0
51852,51853,2015,12,1,12,4,36.0,40.0,42.0,10.0,59.54,1022.0,18.0,SE,10.0,0.0,0.0,2015-12-01,39.0
51853,51854,2015,12,1,13,4,34.0,41.0,34.0,10.0,59.54,1021.0,18.0,SE,15.0,0.0,0.0,2015-12-01,34.0
51854,51855,2015,12,1,14,4,35.0,36.0,34.0,10.0,59.54,1020.0,18.0,SE,20.0,0.0,0.0,2015-12-01,34.5
51855,51856,2015,12,1,15,4,31.0,33.0,30.0,10.0,59.54,1020.0,18.0,SE,26.0,,,2015-12-01,30.5
51856,51857,2015,12,1,16,4,17.0,34.0,35.0,10.0,63.41,1020.0,17.0,SE,31.0,0.0,0.0,2015-12-01,26.0
51857,51858,2015,12,1,17,4,19.0,45.0,37.0,11.0,67.78,1020.0,17.0,SE,36.0,,,2015-12-01,28.0
51858,51859,2015,12,1,18,4,29.0,42.0,45.0,11.0,67.78,1020.0,17.0,SE,41.0,0.0,0.0,2015-12-01,37.0
51859,51860,2015,12,1,19,4,37.0,43.0,45.0,11.0,72.23,1020.0,16.0,SE,46.0,0.0,0.0,2015-12-01,41.0
51860,51861,2015,12,1,20,4,34.0,45.0,47.0,12.0,77.17,1020.0,16.0,SE,49.0,0.0,0.0,2015-12-01,40.5
51861,51862,2015,12,1,21,4,37.0,43.0,42.0,12.0,77.17,1019.0,16.0,SE,53.0,0.0,0.0,2015-12-01,39.5
51862,51863,2015,12,1,22,4,37.0,40.0,44.0,12.0,77.17,1019.0,16.0,SE,57.0,0.0,0.0,2015-12-01,40.5
51863,51864,2015,12,1,23,4,40.0,39.0,46.0,12.0,82.27,1019.0,15.0,SE,60.0,,,2015-12-01,43.0
51864,51865,2015,12,2,0,4,45.0,45.0,47.0,12.0,82.27,1019.0,15.0,SE,62.0,0.0,0.0,2015-12-02,46.0
51865,51866,2015,12,2,1,4,47.0,47.0,42.0,13.0,87.84,1018.0,15.0,SE,65.0,,,2015-12-02,44.5
51866,51867,2015,12,2,2,4,45.0,42.0,50.0,13.0,87.84,1018.0,15.0,SE,67.0,,,2015-12-02,47.5
51867,51868,2015,12,2,3,4,48.0,45.0,51.0,13.0,87.84,1018.0,15.0,SE,68.0,,,2015-12-02,49.5
51868,51869,2015,12,2,4,4,50.0,51.0,53.0,13.0,93.7,1018.0,14.0,SW,2.0,,,2015-12-02,51.5
51869,51870,2015,12,2,5,4,55.0,54.0,53.0,13.0,87.84,1018.0,15.0,NW,3.0,,,2015-12-02,54.0
51870,51871,2015,12,2,6,4,72.0,64.0,67.0,12.0,82.27,1018.0,15.0,NW,5.0,0.1,0.1,2015-12-02,69.5
51871,51872,2015,12,2,7,4,80.0,69.0,73.0,13.0,93.7,1020.0,14.0,NW,8.0,0.8,0.9,2015-12-02,76.5
51872,51873,2015,12,2,8,4,97.0,83.0,83.0,13.0,93.7,1021.0,14.0,NW,13.0,0.6,1.5,2015-12-02,90.0
51873,51874,2015,12,2,9,4,88.0,81.0,90.0,13.0,93.7,1022.0,14.0,NW,18.0,0.8,2.3,2015-12-02,89.0
51874,51875,2015,12,2,10,4,71.0,75.0,95.0,11.0,87.66,1022.0,13.0,NW,24.0,0.1,2.4,2015-12-02,83.0
51875,51876,2015,12,2,11,4,78.0,75.0,85.0,10.0,82.01,1021.0,13.0,NW,30.0,0.0,0.0,2015-12-02,81.5
51876,51877,2015,12,2,12,4,79.0,82.0,87.0,10.0,82.01,1020.0,13.0,NW,35.0,0.0,0.0,2015-12-02,83.0
51877,51878,2015,12,2,13,4,87.0,82.0,90.0,9.0,71.85,1019.0,14.0,NW,41.0,0.0,0.0,2015-12-02,88.5
51878,51879,2015,12,2,14,4,93.0,85.0,87.0,8.0,67.15,1019.0,14.0,NW,49.0,0.0,0.0,2015-12-02,90.0
51879,51880,2015,12,2,15,4,101.0,98.0,96.0,8.0,76.52,1019.0,12.0,NW,58.0,0.0,0.0,2015-12-02,98.5
51880,51881,2015,12,2,16,4,108.0,97.0,110.0,7.0,71.47,1020.0,12.0,NW,65.0,0.0,0.0,2015-12-02,109.0
51881,51882,2015,12,2,17,4,108.0,101.0,108.0,6.0,66.71,1021.0,12.0,NW,71.0,0.0,0.0,2015-12-02,108.0
51882,51883,2015,12,2,18,4,102.0,109.0,111.0,5.0,66.49,1022.0,11.0,NW,77.0,0.0,0.0,2015-12-02,106.5
51883,51884,2015,12,2,19,4,116.0,115.0,124.0,5.0,66.49,1022.0,11.0,NW,82.0,0.0,0.0,2015-12-02,120.0
51884,51885,2015,12,2,20,4,117.0,106.0,118.0,5.0,66.49,1023.0,11.0,NW,86.0,,,2015-12-02,117.5
51885,51886,2015,12,2,21,4,90.0,66.0,99.0,2.0,57.51,1023.0,10.0,NW,91.0,0.0,0.0,2015-12-02,94.5
51886,51887,2015,12,2,22,4,59.0,56.0,79.0,1.0,57.25,1024.0,9.0,NW,96.0,0.0,0.0,2015-12-02,69.0
51887,51888,2015,12,2,23,4,54.0,62.0,75.0,-1.0,49.51,1024.0,9.0,NW,102.0,0.0,0.0,2015-12-02,64.5
51888,51889,2015,12,3,0,4,53.0,63.0,71.0,-2.0,49.22,1025.0,8.0,NW,107.0,,,2015-12-03,62.0
51889,51890,2015,12,3,1,4,58.0,64.0,62.0,-2.0,49.22,1025.0,8.0,NW,112.0,0.0,0.0,2015-12-03,60.0
51890,51891,2015,12,3,2,4,58.0,61.0,69.0,-1.0,60.76,1024.0,6.0,NW,115.0,,,2015-12-03,63.5
51891,51892,2015,12,3,3,4,56.0,61.0,62.0,-3.0,52.41,1024.0,6.0,NW,118.0,,,2015-12-03,59.0
51892,51893,2015,12,3,4,4,60.0,67.0,69.0,-2.0,56.45,1024.0,6.0,NW,121.0,,,2015-12-03,64.5
51893,51894,2015,12,3,5,4,61.0,65.0,76.0,-1.0,65.13,1024.0,5.0,SW,3.0,,,2015-12-03,68.5
51894,51895,2015,12,3,6,4,68.0,71.0,75.0,-1.0,65.13,1025.0,5.0,SW,5.0,,,2015-12-03,71.5
51895,51896,2015,12,3,7,4,70.0,74.0,74.0,0.0,70.06,1025.0,5.0,SW,7.0,0.0,0.0,2015-12-03,72.0
51896,51897,2015,12,3,8,4,76.0,88.0,78.0,2.0,70.47,1025.0,7.0,SW,10.0,0.0,0.0,2015-12-03,77.0
51897,51898,2015,12,3,9,4,79.0,79.0,86.0,2.0,61.51,1025.0,9.0,SW,14.0,0.0,0.0,2015-12-03,82.5
51898,51899,2015,12,3,10,4,66.0,61.0,76.0,-1.0,43.31,1025.0,11.0,NW,6.0,0.0,0.0,2015-12-03,71.0
51899,51900,2015,12,3,11,4,52.0,44.0,55.0,-2.0,37.66,1025.0,12.0,NW,13.0,0.0,0.0,2015-12-03,53.5
51900,51901,2015,12,3,12,4,36.0,43.0,44.0,-6.0,26.11,1023.0,13.0,NW,22.0,0.0,0.0,2015-12-03,40.0
51901,51902,2015,12,3,13,4,37.0,43.0,44.0,-5.0,28.18,1023.0,13.0,NW,32.0,0.0,0.0,2015-12-03,40.5
51902,51903,2015,12,3,14,4,36.0,41.0,39.0,-4.0,30.39,1022.0,13.0,NW,40.0,0.0,0.0,2015-12-03,37.5
51903,51904,2015,12,3,15,4,36.0,37.0,37.0,-7.0,24.18,1023.0,13.0,NW,49.0,0.0,0.0,2015-12-03,36.5
51904,51905,2015,12,3,16,4,32.0,33.0,33.0,-7.0,25.82,1023.0,12.0,NW,56.0,0.0,0.0,2015-12-03,32.5
51905,51906,2015,12,3,17,4,34.0,42.0,35.0,-7.0,27.58,1024.0,11.0,NW,63.0,0.0,0.0,2015-12-03,34.5
51906,51907,2015,12,3,18,4,42.0,52.0,39.0,-7.0,29.48,1025.0,10.0,NW,69.0,0.0,0.0,2015-12-03,40.5
51907,51908,2015,12,3,19,4,47.0,46.0,41.0,-6.0,34.05,1026.0,9.0,NW,74.0,0.0,0.0,2015-12-03,44.0
51908,51909,2015,12,3,20,4,43.0,48.0,42.0,-4.0,42.4,1027.0,8.0,NW,79.0,0.0,0.0,2015-12-03,42.5
51909,51910,2015,12,3,21,4,38.0,46.0,39.0,-5.0,42.1,1028.0,7.0,NW,84.0,0.0,0.0,2015-12-03,38.5
51910,51911,2015,12,3,22,4,35.0,41.0,43.0,-5.0,45.1,1028.0,6.0,NW,89.0,0.0,0.0,2015-12-03,39.0
51911,51912,2015,12,3,23,4,39.0,38.0,48.0,-5.0,45.1,1029.0,6.0,NW,93.0,0.0,0.0,2015-12-03,43.5
51912,51913,2015,12,4,0,4,33.0,36.0,41.0,-5.0,48.34,1029.0,5.0,NW,97.0,0.0,0.0,2015-12-04,37.0
51913,51914,2015,12,4,1,4,31.0,38.0,39.0,-5.0,48.34,1029.0,5.0,NW,102.0,0.0,0.0,2015-12-04,35.0
51914,51915,2015,12,4,2,4,35.0,38.0,40.0,-6.0,48.04,1029.0,4.0,NW,106.0,0.0,0.0,2015-12-04,37.5
51915,51916,2015,12,4,3,4,32.0,40.0,35.0,-5.0,51.84,1029.0,4.0,NW,110.0,0.0,0.0,2015-12-04,33.5
51916,51917,2015,12,4,4,4,30.0,40.0,42.0,-6.0,48.04,1029.0,4.0,NW,115.0,0.0,0.0,2015-12-04,36.0
51917,51918,2015,12,4,5,4,33.0,38.0,44.0,-7.0,44.49,1029.0,4.0,NW,118.0,0.0,0.0,2015-12-04,38.5
51918,51919,2015,12,4,6,4,35.0,41.0,40.0,-7.0,44.49,1030.0,4.0,NW,122.0,0.0,0.0,2015-12-04,37.5
51919,51920,2015,12,4,7,4,31.0,42.0,44.0,-7.0,44.49,1030.0,4.0,NW,126.0,0.0,0.0,2015-12-04,37.5
51920,51921,2015,12,4,8,4,40.0,49.0,38.0,-7.0,41.48,1031.0,5.0,NW,130.0,0.0,0.0,2015-12-04,39.0
51921,51922,2015,12,4,9,4,44.0,45.0,43.0,-7.0,38.7,1032.0,6.0,NW,135.0,0.0,0.0,2015-12-04,43.5
51922,51923,2015,12,4,10,4,44.0,46.0,38.0,-8.0,33.43,1032.0,7.0,NW,139.0,0.0,0.0,2015-12-04,41.0
51923,51924,2015,12,4,11,4,46.0,48.0,43.0,-7.0,33.74,1031.0,8.0,NW,143.0,0.0,0.0,2015-12-04,44.5
51924,51925,2015,12,4,12,4,44.0,44.0,35.0,-8.0,27.29,1030.0,10.0,NW,148.0,0.0,0.0,2015-12-04,39.5
51925,51926,2015,12,4,13,4,42.0,40.0,43.0,-8.0,27.29,1029.0,10.0,NW,153.0,0.0,0.0,2015-12-04,42.5
51926,51927,2015,12,4,14,4,37.0,44.0,45.0,-7.0,29.48,1029.0,10.0,NW,159.0,0.0,0.0,2015-12-04,41.0
51927,51928,2015,12,4,15,4,51.0,50.0,49.0,-8.0,27.29,1029.0,10.0,NW,163.0,0.0,0.0,2015-12-04,50.0
51928,51929,2015,12,4,16,4,46.0,53.0,50.0,-7.0,31.53,1029.0,9.0,NW,167.0,0.0,0.0,2015-12-04,48.0
51929,51930,2015,12,4,17,4,48.0,52.0,47.0,-7.0,33.74,1029.0,8.0,NW,170.0,,,2015-12-04,47.5
51930,51931,2015,12,4,18,4,52.0,61.0,54.0,-7.0,33.74,1029.0,8.0,NW,172.0,,,2015-12-04,53.0
51931,51932,2015,12,4,19,4,62.0,65.0,68.0,-4.0,45.4,1030.0,7.0,SW,3.0,,,2015-12-04,65.0
51932,51933,2015,12,4,20,4,71.0,74.0,73.0,-3.0,52.41,1029.0,6.0,SW,5.0,,,2015-12-04,72.0
51933,51934,2015,12,4,21,4,74.0,74.0,78.0,-3.0,52.41,1029.0,6.0,cv,0.0,,,2015-12-04,76.0
51934,51935,2015,12,4,22,4,78.0,78.0,76.0,-3.0,52.41,1029.0,6.0,cv,0.0,,,2015-12-04,77.0
51935,51936,2015,12,4,23,4,80.0,76.0,72.0,-2.0,56.45,1029.0,6.0,cv,0.0,,,2015-12-04,76.0
51936,51937,2015,12,5,0,4,78.0,77.0,83.0,-1.0,60.76,1028.0,6.0,cv,0.0,,,2015-12-05,80.5
51937,51938,2015,12,5,1,4,76.0,76.0,88.0,0.0,65.36,1028.0,6.0,SW,1.0,,,2015-12-05,82.0
51938,51939,2015,12,5,2,4,77.0,75.0,84.0,1.0,70.27,1028.0,6.0,cv,0.0,,,2015-12-05,80.5
51939,51940,2015,12,5,3,4,77.0,71.0,81.0,1.0,70.27,1028.0,6.0,SW,1.0,,,2015-12-05,79.0
51940,51941,2015,12,5,4,4,78.0,69.0,84.0,1.0,70.27,1028.0,6.0,cv,0.0,,,2015-12-05,81.0
51941,51942,2015,12,5,5,4,79.0,74.0,87.0,1.0,65.59,1027.0,7.0,SE,1.0,,,2015-12-05,83.0
51942,51943,2015,12,5,6,4,74.0,73.0,83.0,0.0,61.01,1028.0,7.0,cv,0.0,,,2015-12-05,78.5
51943,51944,2015,12,5,7,4,64.0,71.0,76.0,0.0,61.01,1028.0,7.0,SW,1.0,,,2015-12-05,70.0
51944,51945,2015,12,5,8,4,62.0,71.0,76.0,0.0,56.99,1028.0,8.0,SW,2.0,,,2015-12-05,69.0
51945,51946,2015,12,5,9,4,65.0,72.0,76.0,-3.0,45.7,1029.0,8.0,SE,2.0,0.0,0.0,2015-12-05,70.5
51946,51947,2015,12,5,10,4,63.0,75.0,77.0,-4.0,39.63,1029.0,9.0,SW,2.0,,,2015-12-05,70.0
51947,51948,2015,12,5,11,4,60.0,46.0,64.0,-4.0,39.63,1029.0,9.0,SW,4.0,0.0,0.0,2015-12-05,62.0
51948,51949,2015,12,5,12,4,40.0,42.0,40.0,0.0,61.01,1028.0,7.0,SW,7.0,0.3,0.3,2015-12-05,40.0
51949,51950,2015,12,5,13,4,39.0,43.0,41.0,2.0,75.49,1028.0,6.0,SW,11.0,0.0,0.0,2015-12-05,40.0
51950,51951,2015,12,5,14,4,42.0,49.0,42.0,2.0,80.92,1028.0,5.0,NW,3.0,0.1,0.1,2015-12-05,42.0
51951,51952,2015,12,5,15,4,50.0,56.0,46.0,2.0,86.79,1028.0,4.0,NE,2.0,,,2015-12-05,48.0
51952,51953,2015,12,5,16,4,52.0,61.0,54.0,2.0,86.79,1029.0,4.0,NE,4.0,1.6,1.6,2015-12-05,53.0
51953,51954,2015,12,5,17,4,59.0,66.0,60.0,3.0,93.19,1029.0,4.0,NE,7.0,,,2015-12-05,59.5
51954,51955,2015,12,5,18,4,65.0,72.0,63.0,3.0,93.19,1029.0,4.0,NE,9.0,0.6,0.6,2015-12-05,64.0
51955,51956,2015,12,5,19,4,69.0,74.0,75.0,3.0,93.19,1030.0,4.0,NE,12.0,0.9,1.5,2015-12-05,72.0
51956,51957,2015,12,5,20,4,73.0,66.0,74.0,3.0,93.19,1031.0,4.0,NW,4.0,1.0,2.5,2015-12-05,73.5
51957,51958,2015,12,5,21,4,69.0,67.0,70.0,2.0,86.79,1031.0,4.0,NE,3.0,0.7,3.2,2015-12-05,69.5
51958,51959,2015,12,5,22,4,68.0,67.0,69.0,3.0,93.19,1031.0,4.0,NE,6.0,1.6,4.8,2015-12-05,68.5
51959,51960,2015,12,5,23,4,65.0,63.0,66.0,2.0,93.13,1031.0,3.0,NW,3.0,1.6,6.4,2015-12-05,65.5
51960,51961,2015,12,6,0,4,61.0,61.0,60.0,2.0,93.13,1030.0,3.0,NE,2.0,1.2,7.6,2015-12-06,60.5
51961,51962,2015,12,6,1,4,63.0,66.0,63.0,2.0,93.13,1030.0,3.0,NW,2.0,0.9,8.5,2015-12-06,63.0
51962,51963,2015,12,6,2,4,60.0,57.0,64.0,2.0,93.13,1029.0,3.0,NW,5.0,0.3,8.8,2015-12-06,62.0
51963,51964,2015,12,6,3,4,58.0,63.0,67.0,2.0,93.13,1029.0,3.0,NW,9.0,0.0,0.0,2015-12-06,62.5
51964,51965,2015,12,6,4,4,59.0,62.0,65.0,3.0,100.0,1029.0,3.0,NW,12.0,0.0,0.0,2015-12-06,62.0
51965,51966,2015,12,6,5,4,66.0,75.0,67.0,3.0,93.19,1029.0,4.0,NW,15.0,0.0,0.0,2015-12-06,66.5
51966,51967,2015,12,6,6,4,78.0,76.0,74.0,3.0,93.19,1029.0,4.0,NW,18.0,,,2015-12-06,76.0
51967,51968,2015,12,6,7,4,73.0,71.0,81.0,3.0,93.19,1030.0,4.0,NW,20.0,,,2015-12-06,77.0
51968,51969,2015,12,6,8,4,71.0,69.0,86.0,4.0,93.24,1031.0,5.0,NW,22.0,,,2015-12-06,78.5
51969,51970,2015,12,6,9,4,85.0,89.0,92.0,4.0,86.99,1031.0,6.0,NW,24.0,0.0,0.0,2015-12-06,88.5
51970,51971,2015,12,6,10,4,97.0,101.0,97.0,4.0,86.99,1031.0,6.0,NW,27.0,,,2015-12-06,97.0
51971,51972,2015,12,6,11,4,110.0,104.0,114.0,3.0,75.67,1030.0,7.0,NW,31.0,0.0,0.0,2015-12-06,112.0
51972,51973,2015,12,6,12,4,114.0,113.0,115.0,3.0,70.67,1030.0,8.0,NW,36.0,0.0,0.0,2015-12-06,114.5
51973,51974,2015,12,6,13,4,130.0,122.0,120.0,3.0,66.05,1029.0,9.0,NW,40.0,0.0,0.0,2015-12-06,125.0
51974,51975,2015,12,6,14,4,137.0,130.0,133.0,3.0,66.05,1028.0,9.0,NW,44.0,0.0,0.0,2015-12-06,135.0
51975,51976,2015,12,6,15,4,136.0,129.0,143.0,3.0,66.05,1028.0,9.0,NW,48.0,0.0,0.0,2015-12-06,139.5
51976,51977,2015,12,6,16,4,125.0,116.0,138.0,3.0,66.05,1028.0,9.0,NW,51.0,,,2015-12-06,131.5
51977,51978,2015,12,6,17,4,126.0,118.0,139.0,3.0,70.67,1029.0,8.0,NW,54.0,,,2015-12-06,132.5
51978,51979,2015,12,6,18,4,134.0,124.0,146.0,3.0,70.67,1029.0,8.0,NW,57.0,,,2015-12-06,140.0
51979,51980,2015,12,6,19,4,144.0,138.0,157.0,4.0,81.2,1030.0,7.0,SW,2.0,,,2015-12-06,150.5
51980,51981,2015,12,6,20,4,143.0,146.0,164.0,3.0,75.67,1030.0,7.0,NW,2.0,0.0,0.0,2015-12-06,153.5
51981,51982,2015,12,6,21,4,146.0,134.0,157.0,4.0,81.2,1030.0,7.0,NW,4.0,,,2015-12-06,151.5
51982,51983,2015,12,6,22,4,157.0,140.0,158.0,3.0,81.06,1031.0,6.0,cv,1.0,,,2015-12-06,157.5
51983,51984,2015,12,6,23,4,161.0,145.0,164.0,4.0,86.99,1030.0,6.0,cv,1.0,,,2015-12-06,162.5
51984,51985,2015,12,7,0,4,171.0,140.0,167.0,4.0,93.24,1030.0,5.0,cv,1.0,0.0,0.0,2015-12-07,169.0
51985,51986,2015,12,7,1,4,180.0,156.0,169.0,3.0,93.19,1030.0,4.0,NE,1.0,,,2015-12-07,174.5
51986,51987,2015,12,7,2,4,178.0,153.0,170.0,3.0,93.19,1030.0,4.0,SW,1.0,0.0,0.0,2015-12-07,174.0
51987,51988,2015,12,7,3,4,176.0,154.0,171.0,3.0,100.0,1030.0,3.0,SW,3.0,,,2015-12-07,173.5
51988,51989,2015,12,7,4,4,176.0,156.0,166.0,3.0,100.0,1029.0,3.0,cv,0.0,,,2015-12-07,171.0
51989,51990,2015,12,7,5,4,165.0,140.0,169.0,2.0,100.0,1029.0,2.0,SW,1.0,,,2015-12-07,167.0
51990,51991,2015,12,7,6,4,143.0,128.0,171.0,2.0,100.0,1030.0,2.0,cv,0.0,,,2015-12-07,157.0
51991,51992,2015,12,7,7,4,137.0,117.0,161.0,3.0,100.0,1031.0,3.0,NE,2.0,,,2015-12-07,149.0
51992,51993,2015,12,7,8,4,140.0,106.0,164.0,5.0,100.0,1031.0,5.0,NW,2.0,0.0,0.0,2015-12-07,152.0
51993,51994,2015,12,7,9,4,128.0,92.0,145.0,5.0,81.34,1032.0,8.0,NW,5.0,0.0,0.0,2015-12-07,136.5
51994,51995,2015,12,7,10,4,113.0,87.0,108.0,5.0,66.49,1032.0,11.0,NE,3.0,0.0,0.0,2015-12-07,110.5
51995,51996,2015,12,7,11,4,80.0,59.0,88.0,6.0,66.71,1031.0,12.0,NW,5.0,0.0,0.0,2015-12-07,84.0
51996,51997,2015,12,7,12,4,48.0,27.0,55.0,6.0,62.48,1030.0,13.0,NE,3.0,0.0,0.0,2015-12-07,51.5
51998,51999,2015,12,7,14,4,31.0,40.0,29.0,5.0,54.62,1029.0,14.0,NE,9.0,0.0,0.0,2015-12-07,30.0
